CODIGO_ESTACION;NOMBRE_ESTACION;NUCLEO_CERCANIAS;TRAMO_HORARIO;VIAJEROS_SUBIDOS;VIAJEROS_BAJADOS;ordre_parada;hora_inicial
72208;gelida;BARCELONA;06:30 - 07:00;71;15;8;1900-01-01 06:30:00
72208;gelida;BARCELONA;07:00 - 07:30;109;21;8;1900-01-01 07:00:00
72208;gelida;BARCELONA;07:30 - 08:00;110;18;8;1900-01-01 07:30:00
72208;gelida;BARCELONA;08:00 - 08:30;65;4;8;1900-01-01 08:00:00
72208;gelida;BARCELONA;08:30 - 09:00;59;27;8;1900-01-01 08:30:00
72208;gelida;BARCELONA;09:00 - 09:30;53;7;8;1900-01-01 09:00:00
72208;gelida;BARCELONA;09:30 - 10:00;35;10;8;1900-01-01 09:30:00
72208;gelida;BARCELONA;10:00 - 10:30;35;11;8;1900-01-01 10:00:00
72208;gelida;BARCELONA;10:30 - 11:00;19;8;8;1900-01-01 10:30:00
72208;gelida;BARCELONA;11:00 - 11:30;16;13;8;1900-01-01 11:00:00
72208;gelida;BARCELONA;11:30 - 12:00;26;1;8;1900-01-01 11:30:00
72208;gelida;BARCELONA;12:00 - 12:30;19;19;8;1900-01-01 12:00:00
72208;gelida;BARCELONA;12:30 - 13:00;20;43;8;1900-01-01 12:30:00
72208;gelida;BARCELONA;13:00 - 13:30;14;9;8;1900-01-01 13:00:00
72208;gelida;BARCELONA;13:30 - 14:00;27;62;8;1900-01-01 13:30:00
72208;gelida;BARCELONA;14:00 - 14:30;31;39;8;1900-01-01 14:00:00
72208;gelida;BARCELONA;14:30 - 15:00;32;46;8;1900-01-01 14:30:00
72208;gelida;BARCELONA;15:00 - 15:30;33;1;8;1900-01-01 15:00:00
72208;gelida;BARCELONA;15:30 - 16:00;38;115;8;1900-01-01 15:30:00
72208;gelida;BARCELONA;16:00 - 16:30;23;45;8;1900-01-01 16:00:00
72208;gelida;BARCELONA;16:30 - 17:00;16;37;8;1900-01-01 16:30:00
72208;gelida;BARCELONA;17:00 - 17:30;24;44;8;1900-01-01 17:00:00
72208;gelida;BARCELONA;17:30 - 18:00;27;66;8;1900-01-01 17:30:00
72208;gelida;BARCELONA;18:00 - 18:30;25;43;8;1900-01-01 18:00:00
72208;gelida;BARCELONA;18:30 - 19:00;17;58;8;1900-01-01 18:30:00
72208;gelida;BARCELONA;19:00 - 19:30;14;64;8;1900-01-01 19:00:00
72208;gelida;BARCELONA;19:30 - 20:00;5;71;8;1900-01-01 19:30:00
72208;gelida;BARCELONA;20:00 - 20:30;18;36;8;1900-01-01 20:00:00
72208;gelida;BARCELONA;20:30 - 21:00;5;53;8;1900-01-01 20:30:00
72208;gelida;BARCELONA;21:00 - 21:30;4;46;8;1900-01-01 21:00:00
72208;gelida;BARCELONA;21:30 - 22:00;3;41;8;1900-01-01 21:30:00
72208;gelida;BARCELONA;22:00 - 22:30;5;0;8;1900-01-01 22:00:00
72208;gelida;BARCELONA;22:30 - 23:00;5;24;8;1900-01-01 22:30:00
72208;gelida;BARCELONA;23:00 - 23:30;1;21;8;1900-01-01 23:00:00
72209;martorell;BARCELONA;00:30 - 01:00;0;8;9;1900-01-01 00:30:00
72209;martorell;BARCELONA;04:30 - 05:00;12;0;9;1900-01-01 04:30:00
72209;martorell;BARCELONA;05:00 - 05:30;20;0;9;1900-01-01 05:00:00
72209;martorell;BARCELONA;05:30 - 06:00;13;0;9;1900-01-01 05:30:00
72209;martorell;BARCELONA;06:00 - 06:30;88;50;9;1900-01-01 06:00:00
72209;martorell;BARCELONA;06:30 - 07:00;113;31;9;1900-01-01 06:30:00
72209;martorell;BARCELONA;07:00 - 07:30;340;119;9;1900-01-01 07:00:00
72209;martorell;BARCELONA;07:30 - 08:00;430;113;9;1900-01-01 07:30:00
72209;martorell;BARCELONA;08:00 - 08:30;453;339;9;1900-01-01 08:00:00
72209;martorell;BARCELONA;08:30 - 09:00;66;74;9;1900-01-01 08:30:00
72209;martorell;BARCELONA;09:00 - 09:30;117;47;9;1900-01-01 09:00:00
72209;martorell;BARCELONA;09:30 - 10:00;66;67;9;1900-01-01 09:30:00
72209;martorell;BARCELONA;10:00 - 10:30;145;86;9;1900-01-01 10:00:00
72209;martorell;BARCELONA;10:30 - 11:00;91;53;9;1900-01-01 10:30:00
72209;martorell;BARCELONA;11:00 - 11:30;81;42;9;1900-01-01 11:00:00
72209;martorell;BARCELONA;11:30 - 12:00;49;66;9;1900-01-01 11:30:00
72209;martorell;BARCELONA;12:00 - 12:30;71;87;9;1900-01-01 12:00:00
72209;martorell;BARCELONA;12:30 - 13:00;57;63;9;1900-01-01 12:30:00
72209;martorell;BARCELONA;13:00 - 13:30;124;148;9;1900-01-01 13:00:00
72209;martorell;BARCELONA;13:30 - 14:00;85;193;9;1900-01-01 13:30:00
72209;martorell;BARCELONA;14:00 - 14:30;186;187;9;1900-01-01 14:00:00
72209;martorell;BARCELONA;14:30 - 15:00;166;113;9;1900-01-01 14:30:00
72209;martorell;BARCELONA;15:00 - 15:30;172;139;9;1900-01-01 15:00:00
72209;martorell;BARCELONA;15:30 - 16:00;93;98;9;1900-01-01 15:30:00
72209;martorell;BARCELONA;16:00 - 16:30;108;148;9;1900-01-01 16:00:00
72209;martorell;BARCELONA;16:30 - 17:00;90;64;9;1900-01-01 16:30:00
72209;martorell;BARCELONA;17:00 - 17:30;116;94;9;1900-01-01 17:00:00
72209;martorell;BARCELONA;17:30 - 18:00;140;112;9;1900-01-01 17:30:00
72209;martorell;BARCELONA;18:00 - 18:30;100;298;9;1900-01-01 18:00:00
72209;martorell;BARCELONA;18:30 - 19:00;86;173;9;1900-01-01 18:30:00
72209;martorell;BARCELONA;19:00 - 19:30;125;230;9;1900-01-01 19:00:00
72209;martorell;BARCELONA;19:30 - 20:00;85;130;9;1900-01-01 19:30:00
72209;martorell;BARCELONA;20:00 - 20:30;110;170;9;1900-01-01 20:00:00
72209;martorell;BARCELONA;20:30 - 21:00;89;98;9;1900-01-01 20:30:00
72209;martorell;BARCELONA;21:00 - 21:30;45;115;9;1900-01-01 21:00:00
72209;martorell;BARCELONA;21:30 - 22:00;44;101;9;1900-01-01 21:30:00
72209;martorell;BARCELONA;22:00 - 22:30;37;107;9;1900-01-01 22:00:00
72209;martorell;BARCELONA;22:30 - 23:00;10;18;9;1900-01-01 22:30:00
72209;martorell;BARCELONA;23:00 - 23:30;5;28;9;1900-01-01 23:00:00
72209;martorell;BARCELONA;23:30 - 00:00;1;16;9;1900-01-01 23:30:00
72210;castellbisbal;BARCELONA;00:30 - 01:00;0;2;10;1900-01-01 00:30:00
72210;castellbisbal;BARCELONA;04:30 - 05:00;3;0;10;1900-01-01 04:30:00
72210;castellbisbal;BARCELONA;05:00 - 05:30;6;0;10;1900-01-01 05:00:00
72210;castellbisbal;BARCELONA;05:30 - 06:00;7;1;10;1900-01-01 05:30:00
72210;castellbisbal;BARCELONA;06:00 - 06:30;27;12;10;1900-01-01 06:00:00
72210;castellbisbal;BARCELONA;06:30 - 07:00;77;12;10;1900-01-01 06:30:00
72210;castellbisbal;BARCELONA;07:00 - 07:30;111;57;10;1900-01-01 07:00:00
72210;castellbisbal;BARCELONA;07:30 - 08:00;130;67;10;1900-01-01 07:30:00
72210;castellbisbal;BARCELONA;08:00 - 08:30;194;38;10;1900-01-01 08:00:00
72210;castellbisbal;BARCELONA;08:30 - 09:00;72;44;10;1900-01-01 08:30:00
72210;castellbisbal;BARCELONA;09:00 - 09:30;47;12;10;1900-01-01 09:00:00
72210;castellbisbal;BARCELONA;09:30 - 10:00;35;17;10;1900-01-01 09:30:00
72210;castellbisbal;BARCELONA;10:00 - 10:30;38;28;10;1900-01-01 10:00:00
72210;castellbisbal;BARCELONA;10:30 - 11:00;14;7;10;1900-01-01 10:30:00
72210;castellbisbal;BARCELONA;11:00 - 11:30;39;28;10;1900-01-01 11:00:00
72210;castellbisbal;BARCELONA;11:30 - 12:00;16;13;10;1900-01-01 11:30:00
72210;castellbisbal;BARCELONA;12:00 - 12:30;42;31;10;1900-01-01 12:00:00
72210;castellbisbal;BARCELONA;12:30 - 13:00;10;19;10;1900-01-01 12:30:00
72210;castellbisbal;BARCELONA;13:00 - 13:30;27;51;10;1900-01-01 13:00:00
72210;castellbisbal;BARCELONA;13:30 - 14:00;41;32;10;1900-01-01 13:30:00
72210;castellbisbal;BARCELONA;14:00 - 14:30;35;67;10;1900-01-01 14:00:00
72210;castellbisbal;BARCELONA;14:30 - 15:00;41;57;10;1900-01-01 14:30:00
72210;castellbisbal;BARCELONA;15:00 - 15:30;57;119;10;1900-01-01 15:00:00
72210;castellbisbal;BARCELONA;15:30 - 16:00;16;34;10;1900-01-01 15:30:00
72210;castellbisbal;BARCELONA;16:00 - 16:30;30;64;10;1900-01-01 16:00:00
72210;castellbisbal;BARCELONA;16:30 - 17:00;20;22;10;1900-01-01 16:30:00
72210;castellbisbal;BARCELONA;17:00 - 17:30;50;57;10;1900-01-01 17:00:00
72210;castellbisbal;BARCELONA;17:30 - 18:00;29;39;10;1900-01-01 17:30:00
72210;castellbisbal;BARCELONA;18:00 - 18:30;54;76;10;1900-01-01 18:00:00
72210;castellbisbal;BARCELONA;18:30 - 19:00;39;58;10;1900-01-01 18:30:00
72210;castellbisbal;BARCELONA;19:00 - 19:30;24;96;10;1900-01-01 19:00:00
72210;castellbisbal;BARCELONA;19:30 - 20:00;27;53;10;1900-01-01 19:30:00
72210;castellbisbal;BARCELONA;20:00 - 20:30;26;76;10;1900-01-01 20:00:00
72210;castellbisbal;BARCELONA;20:30 - 21:00;13;33;10;1900-01-01 20:30:00
72210;castellbisbal;BARCELONA;21:00 - 21:30;22;53;10;1900-01-01 21:00:00
72210;castellbisbal;BARCELONA;21:30 - 22:00;1;44;10;1900-01-01 21:30:00
72210;castellbisbal;BARCELONA;22:00 - 22:30;7;40;10;1900-01-01 22:00:00
72210;castellbisbal;BARCELONA;22:30 - 23:00;1;6;10;1900-01-01 22:30:00
72210;castellbisbal;BARCELONA;23:00 - 23:30;1;11;10;1900-01-01 23:00:00
72210;castellbisbal;BARCELONA;23:30 - 00:00;0;5;10;1900-01-01 23:30:00
72211;el papiol;BARCELONA;00:00 - 00:30;0;5;11;1900-01-01 00:00:00
72211;el papiol;BARCELONA;05:00 - 05:30;4;0;11;1900-01-01 05:00:00
72211;el papiol;BARCELONA;05:30 - 06:00;4;10;11;1900-01-01 05:30:00
72211;el papiol;BARCELONA;06:00 - 06:30;7;13;11;1900-01-01 06:00:00
72211;el papiol;BARCELONA;06:30 - 07:00;26;19;11;1900-01-01 06:30:00
72211;el papiol;BARCELONA;07:00 - 07:30;57;29;11;1900-01-01 07:00:00
72211;el papiol;BARCELONA;07:30 - 08:00;45;31;11;1900-01-01 07:30:00
72211;el papiol;BARCELONA;08:00 - 08:30;50;20;11;1900-01-01 08:00:00
72211;el papiol;BARCELONA;08:30 - 09:00;34;12;11;1900-01-01 08:30:00
72211;el papiol;BARCELONA;09:00 - 09:30;19;8;11;1900-01-01 09:00:00
72211;el papiol;BARCELONA;09:30 - 10:00;26;5;11;1900-01-01 09:30:00
72211;el papiol;BARCELONA;10:00 - 10:30;11;8;11;1900-01-01 10:00:00
72211;el papiol;BARCELONA;10:30 - 11:00;16;4;11;1900-01-01 10:30:00
72211;el papiol;BARCELONA;11:00 - 11:30;10;7;11;1900-01-01 11:00:00
72211;el papiol;BARCELONA;11:30 - 12:00;8;7;11;1900-01-01 11:30:00
72211;el papiol;BARCELONA;12:00 - 12:30;15;14;11;1900-01-01 12:00:00
72211;el papiol;BARCELONA;12:30 - 13:00;19;17;11;1900-01-01 12:30:00
72211;el papiol;BARCELONA;13:00 - 13:30;7;17;11;1900-01-01 13:00:00
72211;el papiol;BARCELONA;13:30 - 14:00;6;15;11;1900-01-01 13:30:00
72211;el papiol;BARCELONA;14:00 - 14:30;17;32;11;1900-01-01 14:00:00
72211;el papiol;BARCELONA;14:30 - 15:00;10;37;11;1900-01-01 14:30:00
72211;el papiol;BARCELONA;15:00 - 15:30;37;25;11;1900-01-01 15:00:00
72211;el papiol;BARCELONA;15:30 - 16:00;13;33;11;1900-01-01 15:30:00
72211;el papiol;BARCELONA;16:00 - 16:30;16;8;11;1900-01-01 16:00:00
72211;el papiol;BARCELONA;16:30 - 17:00;15;9;11;1900-01-01 16:30:00
72211;el papiol;BARCELONA;17:00 - 17:30;17;21;11;1900-01-01 17:00:00
72211;el papiol;BARCELONA;17:30 - 18:00;25;33;11;1900-01-01 17:30:00
72211;el papiol;BARCELONA;18:00 - 18:30;43;22;11;1900-01-01 18:00:00
72211;el papiol;BARCELONA;18:30 - 19:00;21;22;11;1900-01-01 18:30:00
72211;el papiol;BARCELONA;19:00 - 19:30;14;3;11;1900-01-01 19:00:00
72211;el papiol;BARCELONA;19:30 - 20:00;10;35;11;1900-01-01 19:30:00
72211;el papiol;BARCELONA;20:00 - 20:30;5;17;11;1900-01-01 20:00:00
72211;el papiol;BARCELONA;20:30 - 21:00;1;18;11;1900-01-01 20:30:00
72211;el papiol;BARCELONA;21:00 - 21:30;4;22;11;1900-01-01 21:00:00
72211;el papiol;BARCELONA;21:30 - 22:00;3;16;11;1900-01-01 21:30:00
72211;el papiol;BARCELONA;22:00 - 22:30;2;8;11;1900-01-01 22:00:00
72211;el papiol;BARCELONA;23:00 - 23:30;1;4;11;1900-01-01 23:00:00
72211;el papiol;BARCELONA;23:30 - 00:00;0;0;11;1900-01-01 23:30:00
72300;molins de rei;BARCELONA;00:00 - 00:30;0;17;12;1900-01-01 00:00:00
72300;molins de rei;BARCELONA;05:00 - 05:30;10;0;12;1900-01-01 05:00:00
72300;molins de rei;BARCELONA;05:30 - 06:00;21;14;12;1900-01-01 05:30:00
72300;molins de rei;BARCELONA;06:00 - 06:30;60;30;12;1900-01-01 06:00:00
72300;molins de rei;BARCELONA;06:30 - 07:00;139;61;12;1900-01-01 06:30:00
72300;molins de rei;BARCELONA;07:00 - 07:30;266;77;12;1900-01-01 07:00:00
72300;molins de rei;BARCELONA;07:30 - 08:00;303;162;12;1900-01-01 07:30:00
72300;molins de rei;BARCELONA;08:00 - 08:30;345;134;12;1900-01-01 08:00:00
72300;molins de rei;BARCELONA;08:30 - 09:00;268;92;12;1900-01-01 08:30:00
72300;molins de rei;BARCELONA;09:00 - 09:30;169;58;12;1900-01-01 09:00:00
72300;molins de rei;BARCELONA;09:30 - 10:00;120;69;12;1900-01-01 09:30:00
72300;molins de rei;BARCELONA;10:00 - 10:30;91;27;12;1900-01-01 10:00:00
72300;molins de rei;BARCELONA;10:30 - 11:00;73;50;12;1900-01-01 10:30:00
72300;molins de rei;BARCELONA;11:00 - 11:30;72;34;12;1900-01-01 11:00:00
72300;molins de rei;BARCELONA;11:30 - 12:00;60;65;12;1900-01-01 11:30:00
72300;molins de rei;BARCELONA;12:00 - 12:30;68;54;12;1900-01-01 12:00:00
72300;molins de rei;BARCELONA;12:30 - 13:00;86;70;12;1900-01-01 12:30:00
72300;molins de rei;BARCELONA;13:00 - 13:30;78;89;12;1900-01-01 13:00:00
72300;molins de rei;BARCELONA;13:30 - 14:00;105;106;12;1900-01-01 13:30:00
72300;molins de rei;BARCELONA;14:00 - 14:30;126;110;12;1900-01-01 14:00:00
72300;molins de rei;BARCELONA;14:30 - 15:00;100;174;12;1900-01-01 14:30:00
72300;molins de rei;BARCELONA;15:00 - 15:30;97;128;12;1900-01-01 15:00:00
72300;molins de rei;BARCELONA;15:30 - 16:00;161;225;12;1900-01-01 15:30:00
72300;molins de rei;BARCELONA;16:00 - 16:30;82;100;12;1900-01-01 16:00:00
72300;molins de rei;BARCELONA;16:30 - 17:00;113;175;12;1900-01-01 16:30:00
72300;molins de rei;BARCELONA;17:00 - 17:30;112;94;12;1900-01-01 17:00:00
72300;molins de rei;BARCELONA;17:30 - 18:00;108;147;12;1900-01-01 17:30:00
72300;molins de rei;BARCELONA;18:00 - 18:30;129;150;12;1900-01-01 18:00:00
72300;molins de rei;BARCELONA;18:30 - 19:00;126;220;12;1900-01-01 18:30:00
72300;molins de rei;BARCELONA;19:00 - 19:30;78;207;12;1900-01-01 19:00:00
72300;molins de rei;BARCELONA;19:30 - 20:00;37;148;12;1900-01-01 19:30:00
72300;molins de rei;BARCELONA;20:00 - 20:30;68;171;12;1900-01-01 20:00:00
72300;molins de rei;BARCELONA;20:30 - 21:00;84;150;12;1900-01-01 20:30:00
72300;molins de rei;BARCELONA;21:00 - 21:30;56;132;12;1900-01-01 21:00:00
72300;molins de rei;BARCELONA;21:30 - 22:00;3;93;12;1900-01-01 21:30:00
72300;molins de rei;BARCELONA;22:00 - 22:30;30;80;12;1900-01-01 22:00:00
72300;molins de rei;BARCELONA;22:30 - 23:00;19;3;12;1900-01-01 22:30:00
72300;molins de rei;BARCELONA;23:00 - 23:30;12;8;12;1900-01-01 23:00:00
72300;molins de rei;BARCELONA;23:30 - 00:00;5;31;12;1900-01-01 23:30:00
72301;sant feliu de llobregat;BARCELONA;00:00 - 00:30;0;25;13;1900-01-01 00:00:00
72301;sant feliu de llobregat;BARCELONA;05:00 - 05:30;34;5;13;1900-01-01 05:00:00
72301;sant feliu de llobregat;BARCELONA;05:30 - 06:00;46;18;13;1900-01-01 05:30:00
72301;sant feliu de llobregat;BARCELONA;06:00 - 06:30;107;64;13;1900-01-01 06:00:00
72301;sant feliu de llobregat;BARCELONA;06:30 - 07:00;201;55;13;1900-01-01 06:30:00
72301;sant feliu de llobregat;BARCELONA;07:00 - 07:30;316;101;13;1900-01-01 07:00:00
72301;sant feliu de llobregat;BARCELONA;07:30 - 08:00;541;393;13;1900-01-01 07:30:00
72301;sant feliu de llobregat;BARCELONA;08:00 - 08:30;574;230;13;1900-01-01 08:00:00
72301;sant feliu de llobregat;BARCELONA;08:30 - 09:00;339;211;13;1900-01-01 08:30:00
72301;sant feliu de llobregat;BARCELONA;09:00 - 09:30;272;140;13;1900-01-01 09:00:00
72301;sant feliu de llobregat;BARCELONA;09:30 - 10:00;167;131;13;1900-01-01 09:30:00
72301;sant feliu de llobregat;BARCELONA;10:00 - 10:30;110;82;13;1900-01-01 10:00:00
72301;sant feliu de llobregat;BARCELONA;10:30 - 11:00;116;95;13;1900-01-01 10:30:00
72301;sant feliu de llobregat;BARCELONA;11:00 - 11:30;114;104;13;1900-01-01 11:00:00
72301;sant feliu de llobregat;BARCELONA;11:30 - 12:00;154;111;13;1900-01-01 11:30:00
72301;sant feliu de llobregat;BARCELONA;12:00 - 12:30;112;126;13;1900-01-01 12:00:00
72301;sant feliu de llobregat;BARCELONA;12:30 - 13:00;94;145;13;1900-01-01 12:30:00
72301;sant feliu de llobregat;BARCELONA;13:00 - 13:30;201;178;13;1900-01-01 13:00:00
72301;sant feliu de llobregat;BARCELONA;13:30 - 14:00;135;243;13;1900-01-01 13:30:00
72301;sant feliu de llobregat;BARCELONA;14:00 - 14:30;276;236;13;1900-01-01 14:00:00
72301;sant feliu de llobregat;BARCELONA;14:30 - 15:00;165;261;13;1900-01-01 14:30:00
72301;sant feliu de llobregat;BARCELONA;15:00 - 15:30;194;207;13;1900-01-01 15:00:00
72301;sant feliu de llobregat;BARCELONA;15:30 - 16:00;166;238;13;1900-01-01 15:30:00
72301;sant feliu de llobregat;BARCELONA;16:00 - 16:30;182;216;13;1900-01-01 16:00:00
72301;sant feliu de llobregat;BARCELONA;16:30 - 17:00;104;193;13;1900-01-01 16:30:00
72301;sant feliu de llobregat;BARCELONA;17:00 - 17:30;235;180;13;1900-01-01 17:00:00
72301;sant feliu de llobregat;BARCELONA;17:30 - 18:00;217;231;13;1900-01-01 17:30:00
72301;sant feliu de llobregat;BARCELONA;18:00 - 18:30;225;259;13;1900-01-01 18:00:00
72301;sant feliu de llobregat;BARCELONA;18:30 - 19:00;170;305;13;1900-01-01 18:30:00
72301;sant feliu de llobregat;BARCELONA;19:00 - 19:30;117;388;13;1900-01-01 19:00:00
72301;sant feliu de llobregat;BARCELONA;19:30 - 20:00;131;230;13;1900-01-01 19:30:00
72301;sant feliu de llobregat;BARCELONA;20:00 - 20:30;152;243;13;1900-01-01 20:00:00
72301;sant feliu de llobregat;BARCELONA;20:30 - 21:00;82;177;13;1900-01-01 20:30:00
72301;sant feliu de llobregat;BARCELONA;21:00 - 21:30;52;202;13;1900-01-01 21:00:00
72301;sant feliu de llobregat;BARCELONA;21:30 - 22:00;42;169;13;1900-01-01 21:30:00
72301;sant feliu de llobregat;BARCELONA;22:00 - 22:30;40;121;13;1900-01-01 22:00:00
72301;sant feliu de llobregat;BARCELONA;22:30 - 23:00;25;1;13;1900-01-01 22:30:00
72301;sant feliu de llobregat;BARCELONA;23:00 - 23:30;18;88;13;1900-01-01 23:00:00
72301;sant feliu de llobregat;BARCELONA;23:30 - 00:00;25;50;13;1900-01-01 23:30:00
72302;sant joan despi;BARCELONA;00:00 - 00:30;3;15;14;1900-01-01 00:00:00
72302;sant joan despi;BARCELONA;05:00 - 05:30;13;5;14;1900-01-01 05:00:00
72302;sant joan despi;BARCELONA;05:30 - 06:00;13;24;14;1900-01-01 05:30:00
72302;sant joan despi;BARCELONA;06:00 - 06:30;38;27;14;1900-01-01 06:00:00
72302;sant joan despi;BARCELONA;06:30 - 07:00;34;26;14;1900-01-01 06:30:00
72302;sant joan despi;BARCELONA;07:00 - 07:30;135;73;14;1900-01-01 07:00:00
72302;sant joan despi;BARCELONA;07:30 - 08:00;255;209;14;1900-01-01 07:30:00
72302;sant joan despi;BARCELONA;08:00 - 08:30;218;89;14;1900-01-01 08:00:00
72302;sant joan despi;BARCELONA;08:30 - 09:00;130;140;14;1900-01-01 08:30:00
72302;sant joan despi;BARCELONA;09:00 - 09:30;136;91;14;1900-01-01 09:00:00
72302;sant joan despi;BARCELONA;09:30 - 10:00;64;51;14;1900-01-01 09:30:00
72302;sant joan despi;BARCELONA;10:00 - 10:30;52;58;14;1900-01-01 10:00:00
72302;sant joan despi;BARCELONA;10:30 - 11:00;45;38;14;1900-01-01 10:30:00
72302;sant joan despi;BARCELONA;11:00 - 11:30;36;20;14;1900-01-01 11:00:00
72302;sant joan despi;BARCELONA;11:30 - 12:00;39;40;14;1900-01-01 11:30:00
72302;sant joan despi;BARCELONA;12:00 - 12:30;40;44;14;1900-01-01 12:00:00
72302;sant joan despi;BARCELONA;12:30 - 13:00;36;44;14;1900-01-01 12:30:00
72302;sant joan despi;BARCELONA;13:00 - 13:30;45;51;14;1900-01-01 13:00:00
72302;sant joan despi;BARCELONA;13:30 - 14:00;67;73;14;1900-01-01 13:30:00
72302;sant joan despi;BARCELONA;14:00 - 14:30;96;92;14;1900-01-01 14:00:00
72302;sant joan despi;BARCELONA;14:30 - 15:00;197;262;14;1900-01-01 14:30:00
72302;sant joan despi;BARCELONA;15:00 - 15:30;118;163;14;1900-01-01 15:00:00
72302;sant joan despi;BARCELONA;15:30 - 16:00;43;73;14;1900-01-01 15:30:00
72302;sant joan despi;BARCELONA;16:00 - 16:30;90;107;14;1900-01-01 16:00:00
72302;sant joan despi;BARCELONA;16:30 - 17:00;141;119;14;1900-01-01 16:30:00
72302;sant joan despi;BARCELONA;17:00 - 17:30;135;83;14;1900-01-01 17:00:00
72302;sant joan despi;BARCELONA;17:30 - 18:00;175;115;14;1900-01-01 17:30:00
72302;sant joan despi;BARCELONA;18:00 - 18:30;203;111;14;1900-01-01 18:00:00
72302;sant joan despi;BARCELONA;18:30 - 19:00;173;175;14;1900-01-01 18:30:00
72302;sant joan despi;BARCELONA;19:00 - 19:30;58;139;14;1900-01-01 19:00:00
72302;sant joan despi;BARCELONA;19:30 - 20:00;79;88;14;1900-01-01 19:30:00
72302;sant joan despi;BARCELONA;20:00 - 20:30;89;96;14;1900-01-01 20:00:00
72302;sant joan despi;BARCELONA;20:30 - 21:00;48;76;14;1900-01-01 20:30:00
72302;sant joan despi;BARCELONA;21:00 - 21:30;35;89;14;1900-01-01 21:00:00
72302;sant joan despi;BARCELONA;21:30 - 22:00;32;80;14;1900-01-01 21:30:00
72302;sant joan despi;BARCELONA;22:00 - 22:30;19;34;14;1900-01-01 22:00:00
72302;sant joan despi;BARCELONA;22:30 - 23:00;17;27;14;1900-01-01 22:30:00
72302;sant joan despi;BARCELONA;23:00 - 23:30;3;5;14;1900-01-01 23:00:00
72302;sant joan despi;BARCELONA;23:30 - 00:00;1;11;14;1900-01-01 23:30:00
72303;cornella;BARCELONA;00:00 - 00:30;0;0;15;1900-01-01 00:00:00
72303;cornella;BARCELONA;05:00 - 05:30;21;8;15;1900-01-01 05:00:00
72303;cornella;BARCELONA;05:30 - 06:00;30;36;15;1900-01-01 05:30:00
72303;cornella;BARCELONA;06:00 - 06:30;60;84;15;1900-01-01 06:00:00
72303;cornella;BARCELONA;06:30 - 07:00;148;165;15;1900-01-01 06:30:00
72303;cornella;BARCELONA;07:00 - 07:30;288;196;15;1900-01-01 07:00:00
72303;cornella;BARCELONA;07:30 - 08:00;479;305;15;1900-01-01 07:30:00
72303;cornella;BARCELONA;08:00 - 08:30;406;272;15;1900-01-01 08:00:00
72303;cornella;BARCELONA;08:30 - 09:00;218;183;15;1900-01-01 08:30:00
72303;cornella;BARCELONA;09:00 - 09:30;215;188;15;1900-01-01 09:00:00
72303;cornella;BARCELONA;09:30 - 10:00;95;134;15;1900-01-01 09:30:00
72303;cornella;BARCELONA;10:00 - 10:30;164;128;15;1900-01-01 10:00:00
72303;cornella;BARCELONA;10:30 - 11:00;103;119;15;1900-01-01 10:30:00
72303;cornella;BARCELONA;11:00 - 11:30;84;64;15;1900-01-01 11:00:00
72303;cornella;BARCELONA;11:30 - 12:00;106;80;15;1900-01-01 11:30:00
72303;cornella;BARCELONA;12:00 - 12:30;88;117;15;1900-01-01 12:00:00
72303;cornella;BARCELONA;12:30 - 13:00;61;54;15;1900-01-01 12:30:00
72303;cornella;BARCELONA;13:00 - 13:30;76;75;15;1900-01-01 13:00:00
72303;cornella;BARCELONA;13:30 - 14:00;129;150;15;1900-01-01 13:30:00
72303;cornella;BARCELONA;14:00 - 14:30;126;81;15;1900-01-01 14:00:00
72303;cornella;BARCELONA;14:30 - 15:00;169;189;15;1900-01-01 14:30:00
72303;cornella;BARCELONA;15:00 - 15:30;134;204;15;1900-01-01 15:00:00
72303;cornella;BARCELONA;15:30 - 16:00;124;120;15;1900-01-01 15:30:00
72303;cornella;BARCELONA;16:00 - 16:30;128;143;15;1900-01-01 16:00:00
72303;cornella;BARCELONA;16:30 - 17:00;148;92;15;1900-01-01 16:30:00
72303;cornella;BARCELONA;17:00 - 17:30;148;142;15;1900-01-01 17:00:00
72303;cornella;BARCELONA;17:30 - 18:00;119;129;15;1900-01-01 17:30:00
72303;cornella;BARCELONA;18:00 - 18:30;193;217;15;1900-01-01 18:00:00
72303;cornella;BARCELONA;18:30 - 19:00;116;137;15;1900-01-01 18:30:00
72303;cornella;BARCELONA;19:00 - 19:30;104;152;15;1900-01-01 19:00:00
72303;cornella;BARCELONA;19:30 - 20:00;115;111;15;1900-01-01 19:30:00
72303;cornella;BARCELONA;20:00 - 20:30;107;94;15;1900-01-01 20:00:00
72303;cornella;BARCELONA;20:30 - 21:00;73;90;15;1900-01-01 20:30:00
72303;cornella;BARCELONA;21:00 - 21:30;38;51;15;1900-01-01 21:00:00
72303;cornella;BARCELONA;21:30 - 22:00;41;70;15;1900-01-01 21:30:00
72303;cornella;BARCELONA;22:00 - 22:30;35;39;15;1900-01-01 22:00:00
72303;cornella;BARCELONA;22:30 - 23:00;32;34;15;1900-01-01 22:30:00
72303;cornella;BARCELONA;23:00 - 23:30;10;6;15;1900-01-01 23:00:00
72303;cornella;BARCELONA;23:30 - 00:00;9;21;15;1900-01-01 23:30:00
